GPC;AttributeName;AttributeID;Description;Options;Required
10002191;Procedencia;CL-A99900430;Seleccione de la lista;República Centroafricana|Austria|Islandia|Islas Cook|Palaos|Nepal|Kosovo|Bermudas|Tokelau|Senegal|Liechtenstein|Benín|Argelia|Papúa Nueva Guinea|Japón|Burundi|Colombia|Croacia|Turkmenistán|Togo|Azerbaiyán|Bolivia|Pakistán|Lituania|Taiwán|Suazilandia|Albania|Montserrat|Zambia|Moldavia|Alemania|Yemen|Brunéi|Noruega|Belice|Nigeria|Portugal|Dubai|Andorra|Liberia|Hong Kong|Guernsey|Haití|Jamaica|Guatemala|Abjasia|Samoa|Polonia|Kenia|Anguila|Malasia|Chipre|Afganistán|Somalia|Islas Marshall|Maldivas|Chipre del Norte|China|España|Birmania|República Democrática del Congo|Kuwait|Curazao|Santa Elena, Ascensión y Tristán de Acuña|Gibraltar|Catar|Islas Salomón|Panamá|Bulgaria|Omán|Eslovaquia|Cabo Verde|Islas Caimán|Polinesia Francesa|Dominica|Dinamarca|Nicaragua|Chad|Nagorno Karabaj|San Martín|Eslovenia|Irán|Islas Turcas y Caicos|Etiopía|Macedonia|Isla Norfolk|Samoa Americana|Micronesia|Honduras|Lesoto|Kirguistán|Singapur|Nauru|Corea del Sur|San Cristóbal y Nieves|Baréin|Canadá|Guinea-Bisáu|Kiribati|Francia|Níger|Vanuatu|Estados Unidos|Surinam|Aruba|Perú|Wallis y Futuna|Kazajistán|Israel|Sri Lanka|Islas Feroe|Corea del Norte|Isla de Man|Ucrania|Trinidad y Tobago|Seychelles|Uganda|Osetia del Sur|Reino Unido|Tayikistán|Timor Oriental|Bosnia y Herzegovina|Estonia|Guinea|Transnistria|Costa Rica|Camerún|Islas Marianas del Norte|India|Gambia|Namibia|Letonia|Jordania|Sudán del Sur|Isla de Navidad|Nueva Rusia|Somalilandia|Madagascar|Suecia|Filipinas|Suiza|Nueva Caledonia|San Bartolomé|Nueva Zelanda|Montenegro|Arabia Saudita|Hungría|México|Uruguay|Mozambique|Sierra Leona|Yibuti|Camboya|San Pedro y Miquelón|Países Bajos (Holanda)|Mauricio|Macao|Italia|Irak|Jersey|Fiyi|Túnez|Cuba|Siria|Bielorrusia|Burkina Faso|Guinea Ecuatorial|Zimbabue|Indonesia|Rumania|Serbia|Mónaco|Tonga|Svalbard|Malta|Georgia|Tuvalu|china|Groenlandia|República Dominicana|Acrotiri y Dhekelia|R.P.C|Mongolia|Ruanda|Santo Tomé y Príncipe|Bélgica|Sint Maarten|Armenia|Irlanda|Tanzania|Niue|Brasil|Eritrea|Australia|Laos|Egipto|Líbano|Grecia|Guyana|Botsuana|República Checa|Granada|Puerto Rico|Antigua y Barbuda|Barbados|Angola|Bahamas|Islas Pitcairn|Chile|San Vicente y las Granadinas|Santa Lucía|Venezuela|Uzbekistán|Mauritania|Ghana|República del Congo|Marruecos|Islas Cocos|Sahara Occidental|Malí|Emiratos Árabes Unidos|Rusia|Gabón|Islas Vírgenes de los Estados Unidos|Sudáfrica|Palestina|Turquía|Vietnam|Paraguay|El Salvador|Comoras|Libia|Islas Malvinas|Sudán|Bután|Malaui|Islas Vírgenes Británicas|Tailandia|Luxemburgo|Costa de Marfil|Ciudad del Vaticano|Finlandia|Argentina|Guam|San Marino|Ecuador|Bangladés;true
10002191;Corredera de cajones;CA-10000452;;Metal|Telescópica push|Telescópica|Tandembox|Guía plástica|Telescópica oculta;true
10002191;Tipo cierre;A1978671;Selecciona de la lista ;Presión|Normal|Cerradura|Rosca|Cremallera|Tapa cierre suave|Cierre Suave|Hebilla|Sin cierre|Candado|Cierre hermético|Botón|Cierre plástico|Imán|Tapa normal|Clip|Cierre metálico;true
10002118;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002118;Modo de fijación;CA-10000098;Seleccione de la lista;Tornillos|Puntillas|Pinzas|Succión|Empotrable|Cinturón|Adhesivos|Sobreponer;false
10002118;Tipo de guadarropa;CA-10000300;Seleccione de la lista;Guardarropa|Set;true
10002188;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002188;Cuenta con posición fija;CA-10000007;Indica si tu producto cuenta con posición fija;Si|No;false
10002186;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002186;Modo de fijación;CA-10000098;Seleccione de la lista;Tornillos|Puntillas|Pinzas|Succión|Empotrable|Cinturón|Adhesivos|Sobreponer;false
10002186;Tipo de mueble de entretenimiento;CA-10000099;Seleccione de la lista;Unidad de entretenamiento polivalente|Mueble/Rack TV|Rack de equipos de audio|Panel de TV|Rack multimedia;true
10002186;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10006731;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10006731;Procedencia;CL-A99900430;Seleccione de la lista;República Centroafricana|Austria|Islandia|Islas Cook|Palaos|Nepal|Kosovo|Bermudas|Tokelau|Senegal|Liechtenstein|Benín|Argelia|Papúa Nueva Guinea|Japón|Burundi|Colombia|Croacia|Turkmenistán|Togo|Azerbaiyán|Bolivia|Pakistán|Lituania|Taiwán|Suazilandia|Albania|Montserrat|Zambia|Moldavia|Alemania|Yemen|Brunéi|Noruega|Belice|Nigeria|Portugal|Dubai|Andorra|Liberia|Hong Kong|Guernsey|Haití|Jamaica|Guatemala|Abjasia|Samoa|Polonia|Kenia|Anguila|Malasia|Chipre|Afganistán|Somalia|Islas Marshall|Maldivas|Chipre del Norte|China|España|Birmania|República Democrática del Congo|Kuwait|Curazao|Santa Elena, Ascensión y Tristán de Acuña|Gibraltar|Catar|Islas Salomón|Panamá|Bulgaria|Omán|Eslovaquia|Cabo Verde|Islas Caimán|Polinesia Francesa|Dominica|Dinamarca|Nicaragua|Chad|Nagorno Karabaj|San Martín|Eslovenia|Irán|Islas Turcas y Caicos|Etiopía|Macedonia|Isla Norfolk|Samoa Americana|Micronesia|Honduras|Lesoto|Kirguistán|Singapur|Nauru|Corea del Sur|San Cristóbal y Nieves|Baréin|Canadá|Guinea-Bisáu|Kiribati|Francia|Níger|Vanuatu|Estados Unidos|Surinam|Aruba|Perú|Wallis y Futuna|Kazajistán|Israel|Sri Lanka|Islas Feroe|Corea del Norte|Isla de Man|Ucrania|Trinidad y Tobago|Seychelles|Uganda|Osetia del Sur|Reino Unido|Tayikistán|Timor Oriental|Bosnia y Herzegovina|Estonia|Guinea|Transnistria|Costa Rica|Camerún|Islas Marianas del Norte|India|Gambia|Namibia|Letonia|Jordania|Sudán del Sur|Isla de Navidad|Nueva Rusia|Somalilandia|Madagascar|Suecia|Filipinas|Suiza|Nueva Caledonia|San Bartolomé|Nueva Zelanda|Montenegro|Arabia Saudita|Hungría|México|Uruguay|Mozambique|Sierra Leona|Yibuti|Camboya|San Pedro y Miquelón|Países Bajos (Holanda)|Mauricio|Macao|Italia|Irak|Jersey|Fiyi|Túnez|Cuba|Siria|Bielorrusia|Burkina Faso|Guinea Ecuatorial|Zimbabue|Indonesia|Rumania|Serbia|Mónaco|Tonga|Svalbard|Malta|Georgia|Tuvalu|china|Groenlandia|República Dominicana|Acrotiri y Dhekelia|R.P.C|Mongolia|Ruanda|Santo Tomé y Príncipe|Bélgica|Sint Maarten|Armenia|Irlanda|Tanzania|Niue|Brasil|Eritrea|Australia|Laos|Egipto|Líbano|Grecia|Guyana|Botsuana|República Checa|Granada|Puerto Rico|Antigua y Barbuda|Barbados|Angola|Bahamas|Islas Pitcairn|Chile|San Vicente y las Granadinas|Santa Lucía|Venezuela|Uzbekistán|Mauritania|Ghana|República del Congo|Marruecos|Islas Cocos|Sahara Occidental|Malí|Emiratos Árabes Unidos|Rusia|Gabón|Islas Vírgenes de los Estados Unidos|Sudáfrica|Palestina|Turquía|Vietnam|Paraguay|El Salvador|Comoras|Libia|Islas Malvinas|Sudán|Bután|Malaui|Islas Vírgenes Británicas|Tailandia|Luxemburgo|Costa de Marfil|Ciudad del Vaticano|Finlandia|Argentina|Guam|San Marino|Ecuador|Bangladés;true
10006731;Nivel de resistencia a manchas;CA-10000455;;Medio|Alto|Bajo;false
10006731;Nivel de resistencia a calor;CA-10000456;;Medio|Alto|Bajo;false
10006731;Nivel de resistencia a rayón;CA-10000457;;Medio|Alto|Bajo;false
10006731;Nivel de resistencia a impacto;CA-10000458;;Medio|Alto|Bajo;false
10002203;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002203;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002203;Tipo de escritorio o mesa de trabajo;CA-10000103;Seleccione de la lista;Mesa de trabajo|Escritorio|Mesa de escritura|Mesa plegable|Estación de trabajo para PC|Mesa infantil|Mostrador de recepción de oficina;true
10002202;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002202;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002202;Mesa extensible;CL-A99900231;Indica si tu producto mesa extensible;Si|No;true
10002202;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;true
10002202;Tipo de mesa;CA-10000102;Seleccione de la lista;Conferencia|De juntas|Lateral|Restaurante|Comedor|TV|Plegable|Cocina|De centro|Arrimo|Salón|Consola|Billar pool|Stands|Patio|Fija;true
10002202;Requiere armado;A1539275;Tu producto, requiere armado?;Si|No;false
10002205;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002205;Plegable;CL-A99900417;¿El producto es Plegable?;Si|No;false
10002206;Dificultad de armado;CL-A99900364;Seleccione de la lista;Baja|Alta|Compuesta|Media;false
10002206;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10007006;Tipo de pantalla;A2689383;Seleccione de la lista;LCD|QLED|LED;false
10007006;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10002252;Tipo de movimiento del reloj;CA-10000062;Seleccione de la lista;Cucú|Digital|Automático|Quartz|De cuerda|Péndulo|Mecánico|Análogo|Combinación;true
10005816;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10005816;Ocasión;CA-10000066;Seleccione de la lista;Boda|Pascua|San valentín|Día de la madre|Navidad|Año nuevo|Nuevo bebe|Halloween|Fiestas patrias|Día del padre;false
10007011;Material de estructura;CL-A99900342;Seleccione de la lista;Acero esmaltado|Lenga|PVC|Aglomerado|Fierro|Pino|Aluminio|Espuma|Poliratán|Madera|Polipropileno|Coigüe|Terciado de madera|Ratán|Fibra natural|Vidrio|Poliéster|HPL|Pino radiata|Plástico|Resina|Plástico ABS|Folio|Roble|Fibra de vidrio|HDPE|Mimbre|Polibuteno|Melamina|Acero inoxidable|MDP|Metal|PU|Bambú|Abedul|Piedra pizarra|Acero|Textil|MDF;false
10002232;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002232;Tipo de planta artificial;CA-10000063;Seleccione de la lista;Guirnalda artificial|Arreglo flor artificial|Árbol artificial|Arreglo planta artificial|Otro|Flor artificial|Jardín vertical|Hoja artificial;true
10000555;Tipo de vela;CA-10000065;Seleccione de la lista;Perfumado|Set|Tarro pilar|Cirio|Otra|Sin goteo|Tenue|De voto|Repelente de insectos|Máxima fusión|Flotante;false
10002236;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002236;Ocasión;CA-10000066;Seleccione de la lista;Boda|Pascua|San valentín|Día de la madre|Navidad|Año nuevo|Nuevo bebe|Halloween|Fiestas patrias|Día del padre;false
10002237;Color de luz;CL-A99900146;Seleccione de la lista;Fría|Cálida|Cálida, día y fría|Multicolor|Cálida y Fría|Día|Otra|Sin Información;false
10002237;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002237;Ocasión;CA-10000066;Seleccione de la lista;Boda|Pascua|San valentín|Día de la madre|Navidad|Año nuevo|Nuevo bebe|Halloween|Fiestas patrias|Día del padre;false
10002237;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10002235;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002245;Cuenta con iluminación;CL-A99900321;Indica si tu producto cuenta con iluminación;Si|No;false
10002245;Espacio recomendado;A3816399;Seleccione de la lista;Baño|Terrazas-Exterior|Living-Comedor|Cocina|Sala Estar|Dormitorio;false
10002245;Color del marco;CA-10000067;Seleccione de la lista;Dorado|Azul|Cobre|Bronce|Café|Blanco|Multicolor|Beige|Gris|Amarillo|Otro|Rojo|Negro|Verde|Plateado;false
10002245;Tipo de espejo;CA-10000068;Seleccione de la lista;Fijo|Con iluminación|Portátil|Decorativo;false
10002240;Estilo;CL-A88800309;Seleccione de la lista;Contemporáneo|Industrial|Casual|Moderno|Sin estilo|Barroco|Infantil|Clásico|Básico|Natural;false
10002240;Tipo de pintura decorativa;CA-10000069;;Gouache|Mixta de medios|Dibujo|Tempera|Otro|Icono|Óleo|Acrílica|Collage|Aceite|Acuarela;true
10002241;Tipo de impresión;A2356304;Seleccionar de la lista;Láser color|Inyección|Monotype|C-Print|Grabado|Serigrafía|Láser monocromática|Compensar|Giclee|Litografía;false
10002241;Tipo de posters;CA-10000125;Seleccione de la lista;Óleo|Grabado|Canvas|Láminas|Fotomural|Sticker;true
10002150;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002144;Antiadherente;CL-A99900050;¿El producto es Antiadherente?;Si|No;true
10006331;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002140;Tipo de termómetro;CA-10000403;Seleccione de la lista;De vidrio|De gas|Digital|De reistencia|Termopar|Pirómetro|Con lámina bimetálica;true
10002143;Tipo de báscula;CA-10000150;Seleccione de la lista;Análoga|Digital;true
10005894;Antideslizante;A3953770;Indica si tu producto antideslizante;Si|No;false
10002168;Material del mango;CL-A88800135;Seleccione de la lista;Vidrio|Bambú|Vidrio templado|Greda|Metal|Silicona|MDF|Fibra de vidrio|Ratán|Papel mantequilla|Tritán|Melamina|Espuma|Goma|Metálico|Cerámica|Plástico|Aglomerado de madera|Cuero|PVC|Aluminio|Poliamida|Porcelana|Polipropileno|Nylon|Acero|Cuerina|Acero carbono|Acero galvanizado|Fibra de coco|Poliéster|Tela|Madera|Texturado|Acero inoxidable|PU;true
10002146;Material del cuerpo;CL-A99900341;Seleccione de la lista;Vidrio|Bambú|Vidrio templado|Greda|Metal|Silicona|MDF|Fibra de vidrio|Ratán|Papel mantequilla|Tritán|Melamina|Espuma|Goma|Metálico|Cerámica|Plástico|Aglomerado de madera|Cuero|PVC|Aluminio|Poliamida|Porcelana|Polipropileno|Nylon|Acero|Cuerina|Acero carbono|Acero galvanizado|Fibra de coco|Poliéster|Tela|Madera|Texturado|Acero inoxidable|PU;false
10005430;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10000692;Tipo cierre;A1978671;Selecciona de la lista ;Presión|Normal|Cerradura|Rosca|Cremallera|Tapa cierre suave|Cierre Suave|Hebilla|Sin cierre|Candado|Cierre hermético|Botón|Cierre plástico|Imán|Tapa normal|Clip|Cierre metálico;true
10002127;Tipo de filtro;CL-A99900249;Seleccione de la lista;1500GL/5678L|Polen|Permanente|Aluminio|Plástico|Combustible|Autolimpieza|530GL/2006L a 800GL/3028L|Bacterias|Recambio|Carbón|Antigrasa|Virus|Papel|Gasolina|Olores|Metálico|Pelusa|Lavable|330GL/1249L|Reutilizable|Hepa|Desmontable|2500GL/9463L|Acero inoxidable|Polvo|Agua|Antiolor;false
10002134;Alimentación;CL-A99900017;Seleccione de la lista;Diesel|Gas natural|Leña|Gas|AC/DC|Gas licuado|Eléctrica|Batería|Carbón|Batería recargable|Alcohol|Pila|Batería de litio|Gasolina|Parafina|Pellet|Aceite|Energía solar;false
10000492;Colección;CL-A99900401;Seleccione de la lista;Disney|Bianco|Galia|Arezzo|Maranello|Pjmasks|Minions|Buscando a Dory|Urban|Milán|Amalfi|One Direction|Arona|Modena|HW|Batman|Almagro|La era del Hielo|Frozen|Siena|Tivoli|Animales|Verona|Gallina Pintadita|Looney Tunes|Turim|Niñas Mix|Barbie|Marvel|Sin colección|Inox|Inca|Princesas|Bob Esponja|Dessin|Mickey Minnie|TK|Ladybug|Peppa Pig|Sin Colección|Pooh|Hello Kitty|Aprender|Vittorio|Florencia|Spiderman|Keep Calm|Monster|Tvilium Blanco|Marsella|Duo|Backyardigans|Mariposas|Perugia|Soy Luna|Parma|Taff|Tvilium Oak|Mossini|Trebole|Canela|Texas|Pucon|Cars|Hanna Montana|Tramontina|Ravena|Kido|Era del Hielo;false
10002153;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10007245;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10007249;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10002155;Apto para lavavajillas;CL-A99900483;¿El producto es Apto para lavavajillas?;Si|No;true
10002155;Apto para microondas;CL-A99900230;;Si|No;true
10007246;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10007243;Tipo copa;CA-10000405;Seleccione de la lista;De postre|Jerez|De agua|Vermouth|Vino tinto|Champán|Licor|Vino blanco|Coñac;true
10007244;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
10007270;Apto para lavavajillas;CL-A99900483;¿El producto es Apto para lavavajillas?;Si|No;false
10007275;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;true
10007272;Colección;CL-A99900401;Seleccione de la lista;Disney|Bianco|Galia|Arezzo|Maranello|Pjmasks|Minions|Buscando a Dory|Urban|Milán|Amalfi|One Direction|Arona|Modena|HW|Batman|Almagro|La era del Hielo|Frozen|Siena|Tivoli|Animales|Verona|Gallina Pintadita|Looney Tunes|Turim|Niñas Mix|Barbie|Marvel|Sin colección|Inox|Inca|Princesas|Bob Esponja|Dessin|Mickey Minnie|TK|Ladybug|Peppa Pig|Sin Colección|Pooh|Hello Kitty|Aprender|Vittorio|Florencia|Spiderman|Keep Calm|Monster|Tvilium Blanco|Marsella|Duo|Backyardigans|Mariposas|Perugia|Soy Luna|Parma|Taff|Tvilium Oak|Mossini|Trebole|Canela|Texas|Pucon|Cars|Hanna Montana|Tramontina|Ravena|Kido|Era del Hielo;false
10007256;Forma;CL-A99900259;Seleccione de la lista;Plana|Esquinada|Estandar|Alveolar|Triangular|Poligonal|Semicírculo|U|Greca|Punta|Angular|Recto|Ovalada|Curva|Rectangular|Trompeta|Cilindro|Pirámide|H|Phillips|Redonda|Ondulada|5V|Barra con maneral|Cuadrada|Esfera|Estrella|Hexagonal|Lenteja|Momia|Otra|Gran Onda|Cabezal|Rollo|Acanalada|Simple|Cubo|Gorro|Liso;false
